75,12/12/2019,17:42
57,12/12/2019,17:43
45,12/13/2019,7:35
17,12/13/2019,7:58
3,12/13/2019,8:01
39,12/13/2019,8:03
3,12/13/2019,8:17
75,12/13/2019,8:24
57,12/13/2019,8:24
40,12/13/2019,8:25
20,12/13/2019,8:26
100,12/13/2019,8:26
2,12/13/2019,8:35
37,12/13/2019,8:39
37,12/13/2019,8:39
17,12/13/2019,9:58
45,12/13/2019,10:32
40,12/13/2019,12:19
39,12/13/2019,12:25
2,12/13/2019,12:26
2,12/13/2019,12:30
3,12/13/2019,14:28
40,12/13/2019,15:18
45,12/13/2019,15:40
45,12/13/2019,15:40
45,12/13/2019,16:00
57,12/13/2019,16:55
40,12/13/2019,17:20
40,12/13/2019,17:20
4,12/13/2019,17:38
37,12/13/2019,17:38
37,12/13/2019,17:38
2,12/13/2019,17:44
100,12/13/2019,17:56
57,12/13/2019,17:57
75,12/13/2019,17:57
20,12/13/2019,17:59
20,12/13/2019,17:59
20,12/13/2019,17:59
45,12/13/2019,18:07
39,12/13/2019,18:22
43,12/13/2019,18:54
3,12/14/2019,10:08
59,12/16/2019,7:52
45,12/16/2019,7:53
45,12/16/2019,7:53
17,12/16/2019,7:57
45,12/16/2019,8:00
45,12/16/2019,8:00
3,12/16/2019,8:05
29,12/16/2019,8:10
20,12/16/2019,8:23
20,12/16/2019,8:23
100,12/16/2019,8:24
20,12/16/2019,8:24
39,12/16/2019,8:24
100,12/16/2019,8:26
2,12/16/2019,8:26
75,12/16/2019,8:28
57,12/16/2019,8:28
40,12/16/2019,8:30
37,12/16/2019,8:31
37,12/16/2019,8:31
37,12/16/2019,8:31
37,12/16/2019,8:31
17,12/16/2019,8:56
45,12/16/2019,8:56
45,12/16/2019,8:56
45,12/16/2019,8:56
59,12/16/2019,9:00
58,12/16/2019,9:12
20,12/16/2019,9:46
45,12/16/2019,11:46
45,12/16/2019,12:34
40,12/16/2019,12:38
27,12/16/2019,12:41
100,12/16/2019,13:01
17,12/16/2019,13:08
17,12/16/2019,13:08
45,12/16/2019,14:01
20,12/16/2019,14:07
20,12/16/2019,14:07
45,12/16/2019,14:19
39,12/16/2019,15:15
39,12/16/2019,15:15
40,12/16/2019,16:02
40,12/16/2019,16:02
40,12/16/2019,16:02
45,12/16/2019,16:33
45,12/16/2019,17:00
3,12/16/2019,17:02
3,12/16/2019,17:02
3,12/16/2019,17:02
40,12/16/2019,17:30
37,12/16/2019,17:35
100,12/16/2019,17:39
100,12/16/2019,17:39
20,12/16/2019,17:53
75,12/16/2019,17:53
2,12/16/2019,17:55
2,12/16/2019,17:55
57,12/16/2019,17:58
59,12/17/2019,8:11
39,12/17/2019,8:11
45,12/17/2019,8:11
29,12/17/2019,8:15
40,12/17/2019,8:26
57,12/17/2019,8:27
57,12/17/2019,8:27
20,12/17/2019,8:27
75,12/17/2019,8:27
100,12/17/2019,8:27
37,12/17/2019,8:38
17,12/17/2019,8:45
2,12/17/2019,8:50
2,12/17/2019,8:50
17,12/17/2019,9:54
13,12/17/2019,11:20
40,12/17/2019,12:13
2,12/17/2019,13:03
75,12/17/2019,13:04
39,12/17/2019,13:36
20,12/17/2019,13:58
45,12/17/2019,14:01
40,12/17/2019,15:19
40,12/17/2019,15:35
40,12/17/2019,15:35
45,12/17/2019,16:38
45,12/17/2019,16:38
45,12/17/2019,16:38
45,12/17/2019,16:38
2,12/17/2019,17:33
2,12/17/2019,17:33
20,12/17/2019,18:08
100,12/17/2019,18:08
75,12/17/2019,18:43
59,12/17/2019,18:43
57,12/17/2019,18:43
39,12/17/2019,18:43
45,12/18/2019,8:24
89,12/18/2019,8:24
39,12/18/2019,8:25
29,12/18/2019,8:25
45,12/18/2019,8:26
100,12/18/2019,8:27
100,12/18/2019,8:27
20,12/18/2019,8:27
20,12/18/2019,8:28
20,12/18/2019,8:28
40,12/18/2019,8:30
40,12/18/2019,8:30
40,12/18/2019,8:32
75,12/18/2019,8:35
57,12/18/2019,8:35
57,12/18/2019,8:35
37,12/18/2019,8:42
3,12/18/2019,8:42
3,12/18/2019,8:42
17,12/18/2019,8:44
2,12/18/2019,8:47
2,12/18/2019,8:55
2,12/18/2019,8:55
58,12/18/2019,9:00
58,12/18/2019,9:00
58,12/18/2019,9:00
10,12/18/2019,10:48
58,12/18/2019,11:22
3,12/18/2019,12:55
3,12/18/2019,12:55
3,12/18/2019,12:55
45,12/18/2019,13:08
40,12/18/2019,15:26
40,12/18/2019,15:26
40,12/18/2019,15:26
40,12/18/2019,15:26
40,12/18/2019,15:26
40,12/18/2019,17:31
37,12/18/2019,17:34
37,12/18/2019,17:34
2,12/18/2019,17:40
45,12/18/2019,18:04
75,12/18/2019,18:21
39,12/18/2019,18:21
57,12/18/2019,18:21
17,12/18/2019,18:38
20,12/18/2019,19:13
100,12/18/2019,19:13
3,12/18/2019,19:44
3,12/18/2019,20:08
84,12/18/2019,20:09
17,12/19/2019,8:02
3,12/19/2019,8:02
3,12/19/2019,8:06
45,12/19/2019,8:06
29,12/19/2019,8:10
45,12/19/2019,8:24
2,12/19/2019,8:25
2,12/19/2019,8:25
2,12/19/2019,8:25
100,12/19/2019,8:28
20,12/19/2019,8:28
39,12/19/2019,8:29
39,12/19/2019,8:29
17,12/19/2019,8:33
40,12/19/2019,8:34
75,12/19/2019,8:35
57,12/19/2019,8:35
37,12/19/2019,8:36
17,12/19/2019,10:32
2,12/19/2019,12:07
2,12/19/2019,12:07
2,12/19/2019,12:07
40,12/19/2019,12:12
2,12/19/2019,12:25
40,12/19/2019,15:16
45,12/19/2019,15:18
57,12/19/2019,15:43
45,12/19/2019,16:09
45,12/19/2019,16:49
37,12/19/2019,17:35
2,12/19/2019,17:39
100,12/19/2019,18:14
20,12/19/2019,18:15
57,12/19/2019,18:46
75,12/19/2019,18:46
39,12/19/2019,18:53
45,12/20/2019,7:38
59,12/20/2019,7:38
43,12/20/2019,7:38
3,12/20/2019,8:17
29,12/20/2019,8:18
40,12/20/2019,8:28
75,12/20/2019,8:29
75,12/20/2019,8:29
100,12/20/2019,8:31
20,12/20/2019,8:31
17,12/20/2019,8:32
58,12/20/2019,8:44
58,12/20/2019,8:44
2,12/20/2019,8:54
75,12/20/2019,9:47
29,12/20/2019,9:58
43,12/20/2019,10:05
45,12/20/2019,7:38
59,12/20/2019,7:38
43,12/20/2019,7:38
3,12/20/2019,8:17
29,12/20/2019,8:18
40,12/20/2019,8:28
75,12/20/2019,8:29
75,12/20/2019,8:29
100,12/20/2019,8:31
20,12/20/2019,8:31
17,12/20/2019,8:32
58,12/20/2019,8:44
58,12/20/2019,8:44
2,12/20/2019,8:54
75,12/20/2019,9:47
29,12/20/2019,9:58
43,12/20/2019,10:05
3,12/20/2019,10:22
3,12/20/2019,10:22
3,12/20/2019,10:22
48,12/20/2019,10:42
58,12/20/2019,10:47
17,12/20/2019,10:56
13,12/20/2019,11:25
13,12/20/2019,11:25
58,12/20/2019,11:33
58,12/20/2019,11:33
58,12/20/2019,11:33
43,12/20/2019,11:49
43,12/20/2019,11:49
44,12/20/2019,12:15
44,12/20/2019,12:15
40,12/20/2019,12:24
3,12/20/2019,12:39
45,12/20/2019,12:46
45,12/20/2019,12:46
2,12/20/2019,13:04
2,12/20/2019,13:04
2,12/20/2019,13:04
3,12/20/2019,13:16
43,12/20/2019,13:18
43,12/20/2019,13:20
17,12/20/2019,13:20
20,12/20/2019,13:31
40,12/20/2019,15:17
9,12/20/2019,15:21
9,12/20/2019,15:21
3,12/20/2019,15:38
3,12/20/2019,15:38
3,12/20/2019,15:38
9,12/20/2019,15:39
40,12/20/2019,17:30
20,12/20/2019,18:27
75,12/20/2019,18:27
100,12/20/2019,18:27
2,12/20/2019,18:28
2,12/20/2019,18:28
3,12/20/2019,19:22
44,12/20/2019,19:41
57,12/20/2019,20:40
57,12/20/2019,20:40
57,12/20/2019,20:40
3,12/20/2019,20:41
45,12/21/2019,10:21
45,12/21/2019,12:25
45,12/21/2019,15:01
45,12/23/2019,7:17
17,12/23/2019,8:08
3,12/23/2019,8:08
3,12/23/2019,8:09
3,12/23/2019,8:09
3,12/23/2019,8:09
17,12/23/2019,8:12
29,12/23/2019,8:13
100,12/23/2019,8:28
17,12/23/2019,8:28
75,12/23/2019,8:32
57,12/23/2019,8:32
40,12/23/2019,8:38
2,12/23/2019,8:38
37,12/23/2019,8:41
2,12/23/2019,10:17
40,12/23/2019,10:45
57,12/23/2019,11:55
13,12/23/2019,11:58
13,12/23/2019,11:58
40,12/23/2019,12:24
3,12/23/2019,15:12
54,12/23/2019,15:13
17,12/23/2019,15:33
40,12/23/2019,16:43
40,12/23/2019,17:30
37,12/23/2019,17:31
100,12/23/2019,17:33
75,12/23/2019,17:42
75,12/23/2019,17:42
57,12/23/2019,17:42
3,12/23/2019,20:46
45,12/24/2019,12:53
45,12/26/2019,7:59
29,12/26/2019,8:10
45,12/26/2019,8:14
75,12/26/2019,8:32
57,12/26/2019,8:32
3,12/26/2019,8:32
3,12/26/2019,8:32
40,12/26/2019,8:42
2,12/26/2019,8:42
54,12/26/2019,8:51
75,12/26/2019,11:08
13,12/26/2019,11:17
2,12/26/2019,12:15
2,12/26/2019,12:15
75,12/26/2019,12:48
40,12/26/2019,15:38
40,12/26/2019,17:30
3,12/26/2019,18:04
2,12/26/2019,18:05
75,12/26/2019,18:18
75,12/26/2019,18:18
57,12/26/2019,18:18
75,12/27/2019,7:43
57,12/27/2019,7:43
37,12/27/2019,7:45
37,12/27/2019,7:45
3,12/27/2019,7:59
3,12/27/2019,7:59
3,12/27/2019,7:59
54,12/27/2019,8:02
29,12/27/2019,8:15
20,12/27/2019,8:30
2,12/27/2019,8:37
20,12/27/2019,8:41
2,12/27/2019,8:45
2,12/27/2019,8:37
20,12/27/2019,8:41
2,12/27/2019,8:45
40,12/27/2019,8:33
100,12/27/2019,8:31
2,12/27/2019,8:37
20,12/27/2019,8:41
2,12/27/2019,8:45
40,12/27/2019,8:33
100,12/27/2019,8:31
2,12/27/2019,8:37
20,12/27/2019,8:41
2,12/27/2019,8:45
2,12/27/2019,8:37
20,12/27/2019,8:41
2,12/27/2019,8:45
17,12/27/2019,9:56
40,12/27/2019,12:27
20,12/27/2019,13:07
40,12/27/2019,17:31
2,12/27/2019,17:44
20,12/27/2019,17:45
20,12/27/2019,17:45
2,12/27/2019,17:45
100,12/27/2019,17:45
100,12/30/2019,6:52
3,12/30/2019,7:31
75,12/30/2019,7:35
37,12/30/2019,7:43
45,12/30/2019,7:54
15,12/30/2019,8:14
20,12/30/2019,8:30
40,12/30/2019,8:32
2,12/30/2019,8:37
100,12/30/2019,6:52
3,12/30/2019,7:31
75,12/30/2019,7:35
37,12/30/2019,7:43
45,12/30/2019,7:54
15,12/30/2019,8:14
20,12/30/2019,8:30
40,12/30/2019,8:32
2,12/30/2019,8:37
20,12/30/2019,11:32
2,12/30/2019,12:16
40,12/30/2019,12:25
40,12/30/2019,14:31
40,12/30/2019,14:31
48,12/30/2019,16:30
48,12/30/2019,16:30
40,12/30/2019,17:32
100,12/30/2019,17:39
75,12/30/2019,18:06
3,12/30/2019,18:07
20,12/30/2019,18:12
2,12/30/2019,18:12
75,1/2/2020,7:41
39,1/2/2020,7:44
59,1/2/2020,7:46
37,1/2/2020,7:47
45,1/2/2020,7:49
3,1/2/2020,7:53
45,1/2/2020,7:53
20,1/2/2020,8:24
40,1/2/2020,8:24
29,1/2/2020,8:24
2,1/2/2020,8:59
20,1/2/2020,11:26
20,1/2/2020,11:26
39,1/3/2020,7:41
59,1/3/2020,7:41
57,1/3/2020,7:46
75,1/3/2020,7:46
37,1/3/2020,7:48
3,1/3/2020,8:01
3,1/3/2020,8:01
29,1/3/2020,8:11
20,1/3/2020,8:29
20,1/3/2020,8:30
20,1/3/2020,8:30
40,1/3/2020,8:33
40,1/3/2020,8:33
17,1/3/2020,8:35
17,1/3/2020,8:35
2,1/3/2020,8:49
2,1/3/2020,8:50
100,1/3/2020,8:55
20,1/3/2020,8:56
40,1/3/2020,8:58
20,1/3/2020,9:17
17,1/3/2020,9:28
17,1/3/2020,10:27
20,1/3/2020,10:31
27,1/3/2020,11:41
27,1/3/2020,11:56
2,1/3/2020,12:52
20,1/3/2020,13:36
20,1/3/2020,14:25
20,1/3/2020,14:25
17,1/3/2020,15:11
20,1/3/2020,17:35
39,1/6/2020,7:35
3,1/6/2020,7:44
3,1/6/2020,7:44
2,1/6/2020,7:45
39,1/6/2020,7:45
39,1/6/2020,7:45
37,1/6/2020,7:50
37,1/6/2020,7:52
75,1/6/2020,7:53
57,1/6/2020,7:53
59,1/6/2020,8:05
43,1/6/2020,8:06
29,1/6/2020,8:17
29,1/6/2020,8:17
29,1/6/2020,8:18
40,1/6/2020,8:21
15,1/6/2020,8:38
17,1/6/2020,9:23
17,1/6/2020,10:05
20,1/6/2020,10:48
17,1/6/2020,14:27
17,1/6/2020,14:27
54,1/6/2020,16:32
20,1/6/2020,17:49
20,1/6/2020,17:49
20,1/6/2020,17:49
15,1/6/2020,18:29
2,1/6/2020,18:29
49,1/6/2020,18:29
3,1/6/2020,18:30
57,1/6/2020,18:30
75,1/6/2020,18:30
39,1/6/2020,18:31
39,1/7/2020,7:27
84,1/7/2020,7:29
3,1/7/2020,7:34
37,1/7/2020,7:37
75,1/7/2020,7:44
2,1/7/2020,7:45
45,1/7/2020,7:59
57,1/7/2020,8:00
36,1/7/2020,8:17
29,1/7/2020,8:19
20,1/7/2020,8:27
20,1/7/2020,8:28
17,1/7/2020,8:45
20,1/7/2020,9:51
59,1/7/2020,8:02
59,1/7/2020,8:02
40,1/7/2020,8:14
43,1/7/2020,8:02
20,1/7/2020,19:26
20,1/7/2020,19:26
59,1/7/2020,20:02
39,1/7/2020,20:02
39,1/8/2020,7:23
3,1/8/2020,7:38
37,1/8/2020,7:39
75,1/8/2020,7:45
2,1/8/2020,7:45
57,1/8/2020,8:00
57,1/8/2020,8:00
57,1/8/2020,8:00
57,1/8/2020,8:00
40,1/8/2020,8:00
29,1/8/2020,8:16
45,1/8/2020,8:17
20,1/8/2020,8:27
20,1/8/2020,8:27
48,1/8/2020,8:57
17,1/8/2020,8:58
17,1/8/2020,8:58
17,1/8/2020,8:58
48,1/8/2020,11:07
20,1/8/2020,11:50
58,1/8/2020,12:13
58,1/8/2020,12:13
45,1/8/2020,15:21
45,1/8/2020,16:23
37,1/9/2020,8:07
45,1/9/2020,8:07
75,1/9/2020,8:07
45,1/9/2020,8:07
75,1/9/2020,8:07
57,1/9/2020,8:08
2,1/9/2020,8:08
40,1/9/2020,8:16
29,1/9/2020,8:18
20,1/9/2020,8:20
36,1/9/2020,8:38
36,1/9/2020,8:38
36,1/9/2020,8:38
17,1/9/2020,8:54
20,1/9/2020,17:46
75,1/10/2020,8:22
75,1/10/2020,8:22
75,1/10/2020,8:22
75,1/10/2020,8:22
39,1/10/2020,8:22
2,1/10/2020,8:22
29,1/10/2020,8:22
40,1/10/2020,8:22
37,1/10/2020,8:22
57,1/10/2020,8:22
3,1/10/2020,8:22
57,1/10/2020,8:22
29,1/10/2020,8:23
20,1/10/2020,8:26
54,1/10/2020,11:44
59,1/10/2020,17:44
57,1/10/2020,17:45
20,1/10/2020,17:45
20,1/10/2020,17:46
20,1/10/2020,17:49
75,1/10/2020,18:28
45,1/13/2020,7:56
45,1/13/2020,7:56
75,1/13/2020,7:57
3,1/13/2020,7:57
2,1/13/2020,7:57
39,1/13/2020,8:08
57,1/13/2020,8:08
20,1/13/2020,8:32
20,1/13/2020,18:39
3,1/14/2020,7:36
3,1/14/2020,7:36
3,1/14/2020,7:36
39,1/14/2020,7:49
37,1/14/2020,7:52
75,1/14/2020,7:57
75,1/14/2020,7:57
2,1/14/2020,7:57
57,1/14/2020,7:57
89,1/14/2020,8:02
89,1/14/2020,8:02
45,1/14/2020,8:07
45,1/14/2020,8:07
45,1/14/2020,8:07
40,1/14/2020,8:09
20,1/14/2020,8:23
54,1/14/2020,12:02
20,1/14/2020,12:34
20,1/14/2020,12:34
45,1/14/2020,12:37
45,1/14/2020,12:55
45,1/14/2020,12:55
45,1/14/2020,20:35
45,1/14/2020,20:35
45,1/15/2020,7:40
39,1/15/2020,7:40
3,1/15/2020,7:49
3,1/15/2020,7:49
2,1/15/2020,7:55
2,1/15/2020,7:55
75,1/15/2020,7:55
37,1/15/2020,7:56
37,1/15/2020,7:56
57,1/15/2020,7:58
20,1/15/2020,10:18
54,1/15/2020,11:53
54,1/15/2020,12:56
3,1/16/2020,7:54
3,1/16/2020,7:54
75,1/16/2020,7:57
75,1/16/2020,7:57
75,1/16/2020,7:57
2,1/16/2020,7:57
37,1/16/2020,8:01
37,1/16/2020,8:01
39,1/16/2020,8:18
20,1/16/2020,8:20
20,1/16/2020,17:39
39,1/16/2020,17:39
39,1/16/2020,17:39
39,1/16/2020,17:40
39,1/17/2020,7:49
37,1/17/2020,7:52
37,1/17/2020,7:52
75,1/17/2020,7:57
75,1/17/2020,7:57
2,1/17/2020,7:57
3,1/17/2020,7:58
3,1/17/2020,7:58
40,1/17/2020,8:04
57,1/17/2020,8:07
17,1/17/2020,9:05
75,1/17/2020,18:49
75,1/17/2020,18:49
75,1/17/2020,18:49
3,1/17/2020,18:53
54,1/17/2020,18:54
3,1/20/2020,7:26
37,1/20/2020,7:42
39,1/20/2020,7:48
29,1/20/2020,7:50
29,1/20/2020,7:50
39,1/20/2020,7:50
39,1/20/2020,7:50
75,1/20/2020,8:06
2,1/20/2020,8:06
57,1/20/2020,8:10
40,1/20/2020,8:13
17,1/20/2020,9:14
20,1/20/2020,17:33
17,1/20/2020,18:53
84,1/20/2020,20:18
3,1/21/2020,7:46
59,1/21/2020,7:46
43,1/21/2020,7:47
75,1/21/2020,7:59
75,1/21/2020,7:59
29,1/21/2020,7:59
2,1/21/2020,7:59
2,1/21/2020,7:59
57,1/21/2020,8:00
37,1/21/2020,8:25
17,1/21/2020,8:44
2,1/22/2020,8:07
75,1/22/2020,8:07
75,1/22/2020,8:07
40,1/22/2020,8:08
40,1/22/2020,8:08
29,1/22/2020,8:09
29,1/22/2020,8:09
29,1/22/2020,8:09
29,1/22/2020,8:09
20,1/22/2020,8:29
17,1/22/2020,9:42
17,1/22/2020,9:42
58,1/22/2020,10:32
17,1/22/2020,11:12
17,1/22/2020,11:12
39,1/22/2020,12:08
39,1/22/2020,12:08
48,1/22/2020,13:14
58,1/22/2020,13:32
58,1/22/2020,13:48
48,1/22/2020,15:51
48,1/22/2020,15:51
48,1/22/2020,15:51
48,1/22/2020,15:51
45,1/22/2020,17:37
45,1/22/2020,17:37
39,1/22/2020,18:48
3,1/23/2020,8:00
57,1/23/2020,8:01
29,1/23/2020,8:10
29,1/23/2020,8:10
17,1/23/2020,8:10
40,1/23/2020,8:18
38,1/23/2020,8:24
75,1/23/2020,8:25
75,1/23/2020,8:25
75,1/23/2020,8:25
75,1/23/2020,8:25
75,1/23/2020,8:25
2,1/23/2020,8:25
2,1/23/2020,8:25
39,1/23/2020,8:32
45,1/23/2020,8:51
17,1/23/2020,10:12
57,1/23/2020,11:52
27,1/23/2020,16:44
17,1/23/2020,17:38
57,1/23/2020,19:37
39,1/23/2020,19:37
